Query	Subject	% Similarity
TC_RS01545	CT_038	84.52
TC_RS01545	CTL0293	84.23
TC_RS01550	TC_RS01550	100.0
TC_RS01550	CT_039	84.47
TC_RS01550	CTL0294	84.47
TC_RS01555	TC_RS01555	100.0
TC_RS01555	CT_040	85.83
TC_RS01555	CTL0296	85.83
TC_RS01560	TC_RS01560	100.0
TC_RS01565	TC_RS01565	100.0
TC_RS01570	TC_RS01570	100.0
TC_RS01570	CTL0299	92.6
TC_RS01570	CT_043	92.4
TC_RS01570	CPn0387	81.6
TC_RS01575	TC_RS01575	100.0
TC_RS01575	CT_044	86.41
TC_RS01575	CTL0300	86.41
TC_RS01580	TC_RS01580	100.0
TC_RS01580	CTL0301	83.73
TC_RS01580	CT_045	83.6
TC_RS01585	TC_RS01585	100.0
TC_RS01585	TC_RS01585	87.01
TC_RS01585	TC_RS01585	87.01
TC_RS01585	TC_RS01585	97.32
TC_RS01585	TC_RS01585	97.32
TC_RS01585	CT_046	85.26
TC_RS01585	CT_046	85.17
TC_RS01585	CT_046	84.27
TC_RS01585	CT_046	90.65
TC_RS01585	CTL0302	85.2
TC_RS01585	CTL0302	87.18
TC_RS01585	CTL0302	82.66
TC_RS01585	CTL0302	85.47
TC_RS01585	CTL0302	90.65
TC_RS01590	TC_RS01590	100.0
TC_RS01590	CTL0303	78.49
TC_RS01595	TC_RS01595	100.0
TC_RS01595	CTL0304	83.45
TC_RS01595	CT_048	83.05
TC_RS01600	TC_RS01600	100.0
TC_RS01600	CTL0305	92.59
TC_RS04785	TC_RS04785	100.0
TC_RS01610	TC_RS01610	100.0
TC_RS01615	TC_RS01615	100.0
TC_RS01615	CTL0308	80.39
TC_RS01615	CT_052	80.35
TC_RS01620	TC_RS01620	100.0
TC_RS01620	CT_053	87.7
TC_RS01620	CTL0309	87.47
TC_RS01625	TC_RS01625	100.0
TC_RS01630	TC_RS01630	100.0
TC_RS01635	TC_RS01635	100.0
TC_RS01635	CT_055	83.33
TC_RS01635	CTL0311	83.33
TC_RS01640	TC_RS01640	100.0
TC_RS01640	CTL0312	79.56
TC_RS01640	CT_056	79.29
TC_RS01645	TC_RS01645	100.0
TC_RS01650	TC_RS01650	100.0
TC_RS01655	TC_RS01655	100.0
TC_RS01660	CT_t02	100.0
TC_RS01660	CTL_t26	100.0
TC_RS01660	TC_RS01660	100.0
TC_RS01660	CPnt13	98.67
TC_RS01665	TC_RS01665	100.0
TC_RS01665	CTL0316	80.21
TC_RS01665	CT_060	80.09
TC_RS01670	TC_RS01670	100.0
TC_RS01675	TC_RS01675	100.0
TC_RS01675	CT_062	81.99
TC_RS01675	CTL0318	81.99
TC_RS01680	TC_RS01680	100.0
TC_RS01680	CTL0319	82.5
TC_RS01680	CT_063	82.43
TC_RS01685	TC_RS01685	100.0
TC_RS01685	CTL0320	85.23
TC_RS01690	TC_RS01690	100.0
TC_RS01690	CT_065	89.26
TC_RS01690	CTL0321	89.13
TC_RS01690	CPn0351	75.03
TC_RS01695	TC_RS01695	100.0
TC_RS01700	TC_RS01700	100.0
TC_RS01700	CT_066	88.26
TC_RS01700	CTL0322	88.05
TC_RS01705	TC_RS01705	100.0
TC_RS01710	TC_RS01710	100.0
TC_RS01715	TC_RS01715	100.0
TC_RS01715	CT_068	85.26
TC_RS01715	CTL0324	85.13
TC_RS01720	TC_RS01720	100.0
TC_RS01725	TC_RS01725	100.0
TC_RS01730	TC_RS01730	100.0
TC_RS01735	TC_RS01735	100.0
TC_RS01735	CTL0328	82.68
TC_RS01735	CT_072	82.65
TC_RS01735	TC_RS01740	100.0
TC_RS01740	TC_RS01740	100.0
TC_RS01740	CTL0329	85.79
TC_RS01740	CT_073	85.39
TC_RS01740	TC_RS01735	100.0
TC_RS01745	TC_RS01745	100.0
TC_RS01745	CTL0330	79.94
TC_RS01745	CT_074	79.85
TC_RS01750	TC_RS01750	100.0
TC_RS01750	CT_075	84.47
TC_RS01750	CTL0331	84.47
TC_RS01755	TC_RS01755	100.0
TC_RS01755	CT_076	84.65
TC_RS01755	CTL0332	84.43
TC_RS01760	TC_RS01760	100.0
TC_RS01760	TC_RS01765	100.0
TC_RS01765	TC_RS01765	100.0
TC_RS01765	CTL0334	79.84
TC_RS01765	CT_078	79.72
TC_RS01765	TC_RS01760	100.0
TC_RS01770	TC_RS01770	100.0
TC_RS01775	TC_RS01775	100.0
TC_RS04790	TC_RS04790	100.0
TC_RS04790	CT_081	89.91
TC_RS01780	TC_RS01780	100.0
TC_RS01785	TC_RS01785	100.0
TC_RS01790	TC_RS01790	100.0
TC_RS01790	CT_084	78.06
TC_RS01790	CTL0339	78.08
TC_RS01795	TC_RS01795	100.0
TC_RS01795	CT_085	79.65
TC_RS01795	CTL0340	79.36
TC_RS01800	TC_RS01800	100.0
TC_RS01800	CTL0341	91.85
TC_RS01800	CT_086	91.48
TC_RS01805	TC_RS01805	100.0
TC_RS01810	TC_RS01810	100.0
TC_RS01815	TC_RS01815	100.0
TC_RS01820	TC_RS01820	100.0
TC_RS01820	CTL0345	87.61
TC_RS01820	CT_090	87.52
TC_RS01820	CPn0323	79.63
TC_RS01825	TC_RS01825	100.0
TC_RS01825	CT_091	86.89
TC_RS01825	CTL0346	86.8
TC_RS01830	TC_RS01830	100.0
TC_RS01830	CTL0347	82.59
TC_RS01835	TC_RS01835	100.0
TC_RS01835	TC_RS01840	100.0
TC_RS01840	TC_RS01840	100.0
TC_RS01840	CT_094	85.36
TC_RS01840	CTL0349	84.94
TC_RS01840	TC_RS01835	100.0
TC_RS01845	TC_RS01845	100.0
TC_RS01845	CT_095	87.63
TC_RS01845	CTL0350	87.63
TC_RS01850	TC_RS01850	100.0
TC_RS01850	CTL0351	81.33
TC_RS01850	CT_096	81.13
TC_RS01850	TC_RS01855	100.0
TC_RS01855	TC_RS01855	100.0
TC_RS01855	CTL0352	90.65
TC_RS01855	CT_097	90.19
TC_RS01855	TC_RS01850	100.0
TC_RS01860	TC_RS01860	100.0
TC_RS01860	CTL0353	88.32
TC_RS01860	CT_098	88.21
TC_RS01865	TC_RS01865	100.0
TC_RS01865	CT_099	81.45
TC_RS01865	CTL0354	81.45
TC_RS01870	TC_RS01870	100.0
TC_RS01875	TC_RS01875	100.0
TC_RS01880	TC_RS01880	100.0
TC_RS01885	TC_RS01885	100.0
TC_RS01885	CTL0358	82.52
TC_RS01885	CT_103	82.41
TC_RS01890	TC_RS01890	100.0
TC_RS01890	CTL0359	83.61
TC_RS01890	CT_104	83.39
TC_RS04795	TC_RS04795	100.0
TC_RS04795	CT_105	72.61
TC_RS01900	TC_RS01900	100.0
TC_RS01900	CT_106	81.16
TC_RS01900	CTL0361	80.92
TC_RS01905	TC_RS01905	100.0
TC_RS01910	TC_RS01910	100.0
TC_RS01915	TC_RS01915	100.0
TC_RS01920	TC_RS01920	100.0
TC_RS01920	CTL0365	89.11
TC_RS01920	CT_110	88.99
TC_RS01925	TC_RS01925	100.0
TC_RS01925	CTL0366	94.17
TC_RS01925	CT_111	93.53
TC_RS01930	TC_RS01930	100.0
TC_RS01930	CT_112	79.92
TC_RS01930	CTL0367	79.87
TC_RS01935	TC_RS01935	100.0
TC_RS01935	CTL0368	83.99
TC_RS01935	CT_113	83.83
TC_RS01940	TC_RS01940	100.0
TC_RS01945	TC_RS01945	100.0
TC_RS01950	TC_RS01950	100.0
TC_RS01955	TC_RS01955	100.0
TC_RS01960	TC_RS01960	100.0
TC_RS01965	TC_RS01965	100.0
TC_RS01970	TC_RS01970	100.0
TC_RS01975	TC_RS01975	100.0
TC_RS01975	CT_121	86.21
TC_RS01975	CTL0376	86.21
TC_RS01980	TC_RS01980	100.0
TC_RS01980	CTL0377	86.38
TC_RS01980	CT_122	86.02
TC_RS01985	TC_RS01985	100.0
TC_RS01985	CT_123	84.07
TC_RS01985	CTL0378	84.07
TC_RS01990	TC_RS01990	100.0
TC_RS01995	TC_RS01995	100.0
TC_RS01995	CT_125	94.04
TC_RS01995	CTL0380	94.04
TC_RS02000	TC_RS02000	100.0
TC_RS02000	CT_126	88.92
TC_RS02000	CTL0381	88.92
TC_RS02005	TC_RS02005	100.0
TC_RS02010	TC_RS02010	100.0
TC_RS02010	CT_128	80.81
TC_RS02010	CTL0383	80.66
TC_RS02015	TC_RS02015	100.0
TC_RS02020	TC_RS02020	100.0
TC_RS02025	TC_RS02025	100.0
TC_RS02030	TC_RS02030	100.0
TC_RS02030	CT_132	80.06
TC_RS02030	CTL0387	79.97
TC_RS02035	TC_RS02035	100.0
TC_RS02040	TC_RS02040	100.0
TC_RS02045	TC_RS02045	100.0
TC_RS02050	TC_RS02050	100.0
TC_RS02055	TC_RS02055	100.0
TC_RS02060	TC_RS02060	100.0
TC_RS02065	TC_RS02065	100.0
TC_RS02070	TC_RS02070	100.0
TC_RS02075	TC_RS02075	100.0
TC_RS02075	CT_141	80.63
TC_RS02075	CTL0396	80.41
TC_RS02080	CT_t03	100.0
TC_RS02080	CTL_t32	100.0
TC_RS02080	CPnt10	100.0
TC_RS02080	TC_RS02080	100.0
TC_RS02085	CT_t04	100.0
TC_RS02085	CTL_t35	100.0
TC_RS02085	TC_RS02085	100.0
TC_RS02085	CPnt09	97.59
TC_RS02090	TC_RS02090	100.0
TC_RS02090	CT_142	78.24
TC_RS02090	CTL0397	77.67
TC_RS02095	TC_RS02095	100.0
TC_RS02095	CT_143	74.91
TC_RS02095	CTL0398	74.82
TC_RS02100	TC_RS02100	100.0
TC_RS02105	TC_RS02105	100.0
TC_RS02105	CTL0400	77.96
TC_RS02105	CT_145	77.86
TC_RS02110	TC_RS02110	100.0
TC_RS02110	CTL0401	78.29
TC_RS02110	CT_146	77.62
TC_RS02115	TC_RS02115	100.0
TC_RS02120	TC_RS02120	100.0
TC_RS02125	TC_RS02125	100.0
TC_RS02130	TC_RS02130	100.0
TC_RS02135	TC_RS02135	100.0
TC_RS02135	CT_150	96.23
TC_RS02135	CTL0405	95.6
TC_RS02140	TC_RS02140	100.0
TC_RS02140	CTL0406	81.01
TC_RS02140	CT_151	80.83
TC_RS02145	TC_RS02145	100.0
TC_RS02150	TC_RS02150	100.0
TC_RS02155	TC_RS02155	100.0
TC_RS02155	TC_RS02160	87.31
TC_RS02155	TC_RS02195	79.65
TC_RS02160	TC_RS02160	100.0
TC_RS02160	TC_RS02155	87.31
TC_RS02160	TC_RS02195	80.09
TC_RS02165	TC_RS02165	100.0
TC_RS02165	TC_RS02175	77.35
TC_RS02165	TC_RS02170	77.31
TC_RS02170	TC_RS02170	100.0
TC_RS02170	TC_RS02165	77.31
TC_RS02170	TC_RS02175	74.08
TC_RS02175	TC_RS02175	100.0
TC_RS02175	TC_RS02165	77.35
TC_RS02175	TC_RS02170	74.08
TC_RS02180	TC_RS02180	100.0
TC_RS02185	TC_RS02185	100.0
TC_RS02190	TC_RS02190	100.0
TC_RS02195	TC_RS02195	100.0
TC_RS02195	TC_RS02160	80.14
TC_RS02195	TC_RS02155	79.65
TC_RS02200	TC_RS02200	100.0
TC_RS02205	TC_RS02205	100.0
TC_RS02210	TC_RS02210	100.0
TC_RS02215	TC_RS02215	100.0
TC_RS02215	TC_RS04800	99.21
TC_RS04800	TC_RS04800	100.0
TC_RS04800	TC_RS02215	99.21
TC_RS02225	TC_RS02225	100.0
TC_RS02225	CT_175	75.71
TC_RS02225	CTL0427	75.71
TC_RS02230	TC_RS02230	100.0
TC_RS02235	TC_RS02235	100.0
TC_RS02240	TC_RS02240	100.0
TC_RS02245	TC_RS02245	100.0
TC_RS02250	TC_RS02250	100.0
TC_RS02255	TC_RS02255	100.0
TC_RS02260	CT_t05	100.0
TC_RS02260	CTL_t14	100.0
TC_RS02260	CPnt07	100.0
TC_RS02260	TC_RS02260	100.0
TC_RS02265	CPnt08	100.0
TC_RS02265	TC_RS02265	100.0
TC_RS02265	CT_t06	98.63
TC_RS02265	CTL_t02	98.63
TC_RS02270	TC_RS02270	100.0
TC_RS02275	TC_RS02275	100.0
TC_RS02280	TC_RS02280	100.0
TC_RS02285	TC_RS02285	100.0
TC_RS02290	TC_RS02290	100.0
TC_RS02290	CTL0437	83.38
TC_RS02290	CT_185	83.18
TC_RS02295	TC_RS02295	100.0
TC_RS02300	TC_RS02300	100.0
TC_RS02305	TC_RS02305	100.0
TC_RS02305	CT_188	79.77
TC_RS02305	CTL0440	79.29
TC_RS02310	TC_RS02310	100.0
TC_RS02310	CTL0441	84.29
TC_RS02310	CT_189	84.21
TC_RS02315	TC_RS02315	100.0
TC_RS02315	CTL0442	81.67
TC_RS02315	CT_190	81.55
TC_RS02315	CPn0275	74.34
TC_RS02320	TC_RS02320	100.0
TC_RS02320	CTL0443	87.14
TC_RS02320	CT_191	86.86
TC_RS02325	TC_RS02325	100.0
TC_RS02330	TC_RS02330	100.0
TC_RS02335	TC_RS02335	100.0
TC_RS02340	TC_RS02340	100.0
TC_RS02345	TC_RS02345	100.0
TC_RS02350	TC_RS02350	100.0
TC_RS02350	CTL0449	83.7
TC_RS02350	CT_197	83.3
TC_RS02350	CPn0194	97.96
TC_RS02350	TC_RS02355	100.0
TC_RS02355	TC_RS02355	100.0
TC_RS02355	TC_RS02350	100.0
TC_RS02360	TC_RS02360	100.0
TC_RS02360	CTL0451	82.34
TC_RS02365	TC_RS02365	100.0
TC_RS02370	TC_RS02370	100.0
TC_RS02375	TC_RS02375	100.0
TC_RS02375	CT_202	79.44
TC_RS02375	CTL0454	79.03
TC_RS02380	TC_RS02380	100.0
TC_RS02380	CTL0455	86.67
TC_RS02380	CT_203	86.53
TC_RS02385	TC_RS02385	100.0
TC_RS02385	CTL0456	84.69
TC_RS02385	CT_204	84.41
TC_RS02390	TC_RS02390	100.0
TC_RS02390	CT_205	79.66
TC_RS02390	CTL0457	79.66
TC_RS02395	TC_RS02395	100.0
TC_RS02400	TC_RS02400	100.0
TC_RS02400	CTL0459	81.57
TC_RS02400	CT_207	81.51
TC_RS02405	CT_t07	100.0
TC_RS02405	CTL_t22	100.0
TC_RS02405	TC_RS02405	100.0
TC_RS02405	CPnt06	95.95
TC_RS02410	CT_t08	100.0
TC_RS02410	CTL_t23	100.0
TC_RS02410	CPnt05	100.0
TC_RS02410	TC_RS02410	100.0
TC_RS02415	TC_RS02415	100.0
TC_RS02415	CT_208	77.97
TC_RS02415	CTL0460	77.89
TC_RS02420	TC_RS02420	100.0
TC_RS02420	CT_209	80.59
TC_RS02420	CTL0461	80.39
TC_RS02425	TC_RS02425	100.0
TC_RS02430	TC_RS02430	100.0
TC_RS02435	TC_RS02435	100.0
TC_RS02440	TC_RS02440	100.0
TC_RS02440	CT_213	78.74
TC_RS02440	CTL0465	78.71
TC_RS02445	TC_RS02445	100.0
TC_RS02450	TC_RS02450	100.0
TC_RS02455	TC_RS02455	100.0
TC_RS02455	CTL0467	86.2
TC_RS02455	CT_215	85.92
TC_RS02460	TC_RS02460	100.0
TC_RS02465	TC_RS02465	100.0
TC_RS02465	TC_RS02470	100.0
TC_RS02470	TC_RS02470	100.0
TC_RS02470	TC_RS02465	100.0
TC_RS02475	TC_RS02475	100.0
TC_RS02480	TC_RS02480	100.0
TC_RS02485	TC_RS02485	100.0
TC_RS02490	TC_RS02490	100.0
TC_RS02495	TC_RS02495	100.0
TC_RS02495	CT_t09	98.65
TC_RS02495	CTL_t07	98.65
TC_RS02495	CPnt12	98.65
TC_RS02500	CT_t10	100.0
TC_RS02500	CTL_t37	100.0
TC_RS02500	CPnt11	100.0
TC_RS02500	TC_RS02500	100.0
TC_RS02510	TC_RS02510	100.0
TC_RS02515	TC_RS02515	100.0
TC_RS02520	TC_RS02520	100.0
TC_RS02525	TC_RS02525	100.0
TC_RS02530	TC_RS02530	100.0
TC_RS02535	TC_RS02535	100.0
TC_RS02540	TC_RS02540	100.0
TC_RS02545	TC_RS02545	100.0
TC_RS02550	TC_RS02550	100.0
TC_RS02550	CTL0483	81.49
TC_RS02550	CT_231	81.36
TC_RS04805	TC_RS04805	100.0
TC_RS02560	TC_RS02560	100.0
TC_RS02565	TC_RS02565	100.0
TC_RS02565	CTL0486	80.46
TC_RS02565	CT_234	80.42
TC_RS02565	CPn0293	79.34
TC_RS02570	TC_RS02570	100.0
TC_RS02570	CTL0487	85.02
TC_RS02570	CT_235	84.3
TC_RS02575	TC_RS02575	100.0
TC_RS02575	CT_236	92.31
TC_RS02575	CTL0488	91.88
TC_RS02580	TC_RS02580	100.0
TC_RS02585	TC_RS02585	100.0
TC_RS02585	CT_238	81.1
TC_RS02590	TC_RS02590	100.0
TC_RS02595	TC_RS02595	100.0
TC_RS02600	TC_RS02600	100.0
TC_RS02600	CT_241	82.62
TC_RS02600	CTL0493	82.62
TC_RS02605	TC_RS02605	100.0
TC_RS02605	CT_242	84.89
TC_RS02605	CTL0494	84.89
TC_RS02610	TC_RS02610	100.0
TC_RS02610	CTL0495	82.63
TC_RS02615	TC_RS02615	100.0
TC_RS02620	TC_RS02620	100.0
TC_RS02620	CTL0497	84.07
TC_RS02620	CT_245	83.97
TC_RS02625	TC_RS02625	100.0
TC_RS02625	CT_246	85.74
TC_RS02625	CTL0498	85.74
TC_RS02630	TC_RS02630	100.0
TC_RS02630	CTL0499	80.5
TC_RS02630	CT_247	80.09
TC_RS02635	TC_RS02635	100.0
TC_RS02635	CT_248	84.42
TC_RS02635	CTL0500	84.42
TC_RS02640	TC_RS02640	100.0
TC_RS02645	TC_RS02645	100.0
TC_RS02645	CTL0501	83.04
TC_RS02645	CT_250	82.75
TC_RS02650	TC_RS02650	100.0
TC_RS02650	CT_251	82.23
TC_RS02650	CTL0503	82.18
TC_RS02655	TC_RS02655	100.0
TC_RS02655	CT_252	80.24
TC_RS02655	CTL0504	80.24
TC_RS02660	TC_RS02660	100.0
TC_RS02660	CT_253	85.45
TC_RS02660	CTL0505	85.45
TC_RS02665	TC_RS02665	100.0
TC_RS04810	TC_RS04810	100.0
TC_RS02670	TC_RS02670	100.0
TC_RS02675	TC_RS02675	100.0
TC_RS02675	CT_256	82.2
TC_RS02675	CTL0508	82.2
TC_RS02680	TC_RS02680	100.0
TC_RS02685	TC_RS02685	100.0
TC_RS02690	TC_RS02690	100.0
TC_RS02690	CT_259	83.18
TC_RS02690	CTL0511	83.04
TC_RS02695	TC_RS02695	100.0
TC_RS02695	CPn0409	72.69
TC_RS02700	TC_RS02700	100.0
TC_RS02705	TC_RS02705	100.0
TC_RS02705	CT_262	79.17
TC_RS02705	CTL0514	79.17
TC_RS02710	TC_RS02710	100.0
TC_RS02715	TC_RS02715	100.0
TC_RS02715	CT_264	81.48
TC_RS02715	CTL0516	81.48
TC_RS02715	TC_RS02720	100.0
TC_RS02720	TC_RS02720	100.0
TC_RS02720	CT_265	88.21
TC_RS02720	CTL0517	88.21
TC_RS02720	TC_RS02715	100.0
TC_RS02725	TC_RS02725	100.0
TC_RS02725	CTL0518	78.82
TC_RS02725	CT_266	78.7
TC_RS02730	TC_RS02730	100.0
TC_RS02730	CT_267	95.05
TC_RS02730	CTL0519	95.05
TC_RS02735	TC_RS02735	100.0
TC_RS02735	CT_268	79.8
TC_RS02735	CTL0520	79.8
TC_RS02735	TC_RS02740	100.0
TC_RS02735	CT_269	95.89
TC_RS02735	CTL0521	95.89
TC_RS02740	TC_RS02740	100.0
TC_RS02740	CT_269	79.75
TC_RS02740	CTL0521	79.75
TC_RS02740	TC_RS02735	100.0
TC_RS02740	CT_268	95.89
TC_RS02740	CTL0520	95.89
TC_RS02745	TC_RS02745	100.0
TC_RS02750	TC_RS02750	100.0
TC_RS02750	CT_270	82.03
TC_RS02750	CTL0522	81.98
TC_RS02755	TC_RS02755	100.0
TC_RS02755	CT_271	88.19
TC_RS02755	CTL0523	87.85
TC_RS02760	TC_RS02760	100.0
TC_RS02760	CT_272	84.27
TC_RS02760	CTL0524	83.94
TC_RS02765	TC_RS02765	100.0
TC_RS02765	CTL0525	81.15
TC_RS02765	CT_273	80.98
TC_RS02770	TC_RS02770	100.0
TC_RS02770	CT_274	84.92
TC_RS02770	CTL0526	84.92
TC_RS02775	TC_RS02775	100.0
TC_RS02775	CTL0527	87.36
TC_RS02775	CT_275	87.22
TC_RS02775	CPn0424	77.38
TC_RS02780	TC_RS02780	100.0
TC_RS02780	CTL0528	81.53
TC_RS02780	CT_276	81.36
TC_RS02780	TC_RS02785	100.0
TC_RS02785	TC_RS02785	100.0
TC_RS02785	CT_277	77.24
TC_RS02785	CTL0529	77.24
TC_RS02785	TC_RS02780	100.0
TC_RS02790	TC_RS02790	100.0
TC_RS02795	TC_RS02795	100.0
TC_RS02795	CT_279	80.5
TC_RS02795	CTL0531	80.5
TC_RS02800	TC_RS02800	100.0
TC_RS02805	TC_RS02805	100.0
TC_RS02805	CTL0533	85.58
TC_RS02805	CT_281	85.43
TC_RS02805	CPn0430	72.98
TC_RS02810	TC_RS02810	100.0
TC_RS02815	TC_RS02815	100.0
TC_RS02815	CT_283	79.22
TC_RS02815	CTL0535	79.13
TC_RS02820	TC_RS02820	100.0
TC_RS02820	CTL0536	78.17
TC_RS02820	CT_284	78.09
TC_RS02825	TC_RS02825	100.0
TC_RS02830	TC_RS02830	100.0
TC_RS02830	CTL0538	85.3
TC_RS02830	CT_286	85.23
TC_RS02830	CPn0144	75.43
TC_RS02835	TC_RS02835	100.0
TC_RS02840	TC_RS02840	100.0
TC_RS02845	TC_RS02845	100.0
TC_RS02845	CT_289	88.27
TC_RS02845	CTL0541	87.04
TC_RS02850	TC_RS02850	100.0
TC_RS02855	TC_RS02855	100.0
TC_RS02860	TC_RS02860	100.0
TC_RS02860	CT_292	84.7
TC_RS02860	CTL0544	84.7
TC_RS02865	TC_RS02865	100.0
TC_RS02865	CT_293	84.32
TC_RS02865	CTL0545	83.84
TC_RS02870	TC_RS02870	100.0
TC_RS02875	TC_RS02875	100.0
TC_RS02880	TC_RS02880	100.0
TC_RS02885	TC_RS02885	100.0
TC_RS02885	CT_297	80.83
TC_RS02885	CTL0549	80.83
TC_RS02890	TC_RS02890	100.0
TC_RS02890	CT_298	82.47
TC_RS02890	CTL0550	82.4
TC_RS02895	TC_RS02895	100.0
TC_RS02905	TC_RS02905	100.0
TC_RS02910	TC_RS02910	100.0
TC_RS02910	CTL0553	78.6
TC_RS02910	CT_301	78.45
TC_RS02915	TC_RS02915	100.0
TC_RS02915	CTL0554	82.7
TC_RS02915	CT_302	82.5
TC_RS02920	TC_RS02920	100.0
TC_RS02925	TC_RS02925	100.0
TC_RS02925	CT_304	91.31
TC_RS02925	CTL0556	91.31
TC_RS02925	CT_303	94.87
TC_RS02925	CTL0555	94.87
TC_RS02930	TC_RS02930	100.0
TC_RS02935	TC_RS02935	100.0
TC_RS02940	TC_RS02940	100.0
TC_RS02940	CT_307	87.1
TC_RS02940	CTL0559	87.1
TC_RS02945	TC_RS02945	100.0
TC_RS02945	CT_308	86.61
TC_RS02945	CTL0560	86.5
TC_RS02950	TC_RS02950	100.0
TC_RS02950	CT_309	86.53
TC_RS02950	CTL0561	86.41
TC_RS02955	TC_RS02955	100.0
TC_RS02955	CTL0562	83.47
TC_RS02955	CT_310	83.31
TC_RS02960	TC_RS02960	100.0
TC_RS02960	CTL0563	80.87
TC_RS02960	CT_311	79.86
TC_RS02965	TC_RS02965	100.0
TC_RS02970	TC_RS02970	100.0
TC_RS02970	CTL0565	86.89
TC_RS02970	CT_313	86.48
TC_RS02975	TC_RS02975	100.0
TC_RS02975	CTL0566	87.07
TC_RS02975	CT_314	86.9
TC_RS02975	CPn0082	79.38
TC_RS02980	TC_RS02980	100.0
TC_RS02980	CTL0567	87.5
TC_RS02980	CT_315	87.45
TC_RS02980	CPn0081	78.8
TC_RS02985	TC_RS02985	100.0
TC_RS02985	CT_316	97.71
TC_RS02985	CTL0568	97.71
TC_RS02985	CPn0080	82.53
TC_RS02990	TC_RS02990	100.0
TC_RS02990	CTL0569	91.71
TC_RS02990	CT_317	91.33
TC_RS02995	TC_RS02995	100.0
TC_RS02995	CTL0570	91.7
TC_RS02995	CT_318	91.42
TC_RS03000	TC_RS03000	100.0
TC_RS03000	CTL0571	92.96
TC_RS03000	CT_319	92.72
TC_RS03005	TC_RS03005	100.0
TC_RS03005	CT_320	90.86
TC_RS03005	CTL0572	90.68
TC_RS03010	TC_RS03010	100.0
TC_RS03010	CT_321	91.16
TC_RS03015	CT_t11	100.0
TC_RS03015	CTL_t34	100.0
TC_RS03015	TC_RS03015	100.0
TC_RS03015	CPnt03	95.71
TC_RS03020	TC_RS03020	100.0
TC_RS03020	CTL0574	92.15
TC_RS03020	CT_322	92.07
TC_RS03020	CPn0074	82.59
TC_RS03025	CT_t12	100.0
TC_RS03025	CTL_t33	100.0
TC_RS03025	TC_RS03025	100.0
TC_RS03025	CPnt02	95.83
TC_RS03030	TC_RS03030	100.0
TC_RS03030	CT_323	90.95
TC_RS03030	CTL0575	90.5
TC_RS03035	TC_RS03035	100.0
TC_RS03035	CT_324	79.02
TC_RS03035	CTL0576	79.02
TC_RS03040	TC_RS03040	100.0
TC_RS03045	TC_RS03045	100.0
TC_RS03050	CT_t13	100.0
TC_RS03050	CTL_t21	100.0
TC_RS03050	TC_RS03050	100.0
TC_RS03050	CPnt01	91.94
TC_RS03055	TC_RS03055	100.0
TC_RS03055	TC_RS03055	89.84
TC_RS03055	TC_RS03055	89.84
TC_RS03055	TC_RS03055	86.26
TC_RS03055	TC_RS03055	86.26
TC_RS03055	TC_RS03055	84.88
TC_RS03055	TC_RS03055	84.88
TC_RS03060	TC_RS03060	100.0
TC_RS03065	TC_RS03065	100.0
TC_RS03070	TC_RS03070	100.0
TC_RS03070	CTL0583	81.61
TC_RS03070	CT_329	81.59
TC_RS03075	TC_RS03075	100.0
TC_RS03080	TC_RS03080	100.0
TC_RS03085	TC_RS03085	100.0
TC_RS03085	CT_331	78.31
TC_RS03085	CTL0585	78.33
TC_RS03090	TC_RS03090	100.0
TC_RS03090	CT_332	83.44
TC_RS03090	CTL0586	83.3
TC_RS03095	TC_RS03095	100.0
TC_RS03095	CTL0587	77.86
TC_RS03095	CT_333	77.84
TC_RS03100	TC_RS03100	100.0
TC_RS03100	CTL0588	79.84
TC_RS03100	CT_334	79.73
TC_RS03105	TC_RS03105	100.0
TC_RS03110	TC_RS03110	100.0
TC_RS03115	TC_RS03115	100.0
TC_RS03115	CTL0591	84.25
TC_RS03115	CT_337	83.88
TC_RS03120	TC_RS03120	100.0
TC_RS03125	TC_RS03125	100.0
TC_RS03125	TC_RS03130	100.0
TC_RS03130	TC_RS03130	100.0
TC_RS03130	CT_339	76.14
TC_RS03130	CTL0593	76.13
TC_RS03130	TC_RS03125	100.0
TC_RS03135	TC_RS03135	100.0
TC_RS03135	CTL0594	83.95
TC_RS03135	CT_340	83.91
TC_RS03140	TC_RS03140	100.0
TC_RS03140	CT_341	85.67
TC_RS03140	CTL0595	85.07
TC_RS03145	TC_RS03145	100.0
TC_RS03145	CT_342	94.89
TC_RS03145	CTL0596	94.32
TC_RS03150	TC_RS03150	100.0
TC_RS03155	TC_RS03155	100.0
TC_RS03155	CT_344	84.84
TC_RS03155	CTL0598	84.76
TC_RS03160	TC_RS03160	100.0
TC_RS03165	TC_RS03165	100.0
TC_RS03170	TC_RS03170	100.0
TC_RS03170	CT_347	83.32
TC_RS03170	CTL0601	83.32
TC_RS03175	TC_RS03175	100.0
TC_RS03175	CT_348	83.96
TC_RS03175	CTL0602	83.93
TC_RS03180	TC_RS03180	100.0
TC_RS03180	CT_349	84.26
TC_RS03180	CTL0603	84.26
TC_RS03185	TC_RS03185	100.0
TC_RS03185	CTL0604	79.29
TC_RS03185	CT_350	79.23
TC_RS03190	TC_RS03190	100.0
TC_RS03190	CTL0605	81.68
TC_RS03190	CT_351	81.54
TC_RS03195	TC_RS03195	100.0
