		NCBI 								Transposon mutants									In vitro screening		In vivo screening		UniProt							Pubmed											String 		Pubmed	effectors.org			Phobius	RCSB PDB	Pubmed		ODB/DOOR/Pubmed
CT619	CTL0883	L2/434/BU	471472	-	1017586	1020213	-	5858241															YP_001654952.1	875	O84597	hypothetical protein CTL0883						5	25920978					Late	12730178												
CT620	CTL0884	L2/434/BU	471472	-	1020329	1022845	+	5858335															YP_001654953.1	838	O84598	hypothetical protein CTL0884						5	25920978					Late	12730178												
CT621	CTL0885	L2/434/BU	471472	-	1022909	1025407	-	5858222															YP_001654954.1	832	O84599	hypothetical protein CTL0885						11	25920978					Mid_Late	12730178												
CT622	CTL0886	L2/434/BU	471472	-	1025635	1027590	-	5858321															YP_001654955.1	651	O84600	hypothetical protein CTL0886						5	25920978					Late	12730178												
CT623	CTL0887	L2/434/BU	471472	-	1027698	1028999	-	5858035															YP_001654956.1	433	O84601	hypothetical protein CTL0887						4	25920978					Constitutive	12730178												
CT624	CTL0888	L2/434/BU	471472	mviN	1029243	1030826	-	5858622															YP_001654957.1	527	O84602	virulence protein						3	25920978					Constitutive	12730178												
CT625	CTL0889	L2/434/BU	471472	nfo	1031026	1031892	+	5858592															YP_001654958.1	288	O84603	endonuclease IV						4	25920978					Constitutive	12730178												
CT626	CTL0890	L2/434/BU	471472	rpsD	1031988	1032617	-	5858496															YP_001654959.1	209	O84604	30S ribosomal protein S4						5	25920978					Constitutive	12730178												
CT627	CTL0891	L2/434/BU	471472	-	1033001	1033984	+	5858693															YP_001654960.1	327	O84605	hypothetical protein CTL0891						0	25920978					Constitutive	12730178												
CT628	CTL0892	L2/434/BU	471472	ispA	1034057	1034932	-	5858624															YP_001654961.1	291	O84606	dimethylallyltransferase						2	25920978					Constitutive	12730178												
CT629	CTL0893	L2/434/BU	471472	glmU	1034988	1035605	-	5858708															YP_001654962.1	205	O84607	glucosamine-1-phosphate acetyltransferase						2	25920978					Constitutive	12730178												
CT630	CTL0894	L2/434/BU	471472	-	1035658	1036341	-	5858490															YP_001654963.1	227	O84608	transcriptional regulatory protein						0	25920978					Constitutive	12730178												
CT631	CTL0895	L2/434/BU	471472	-	1036521	1036775	+	5858664															YP_001654964.1	84	O84609	hypothetical protein CTL0895						1	25920978					Constitutive	12730178												
CT632	CTL0897	L2/434/BU	471472	-	1036956	1038545	-	5858281															YP_001654965.1	529	O84610	hypothetical protein CTL0897						1	25920978					Constitutive	12730178												
CT633	CTL0001	L2/434/BU	471472	hemB	1	1017	+	5858769															YP_001654092.1	338	O84611	delta-aminolevulinic acid dehydratase						0	25920978					Constitutive	12730178												
CT634	CTL0002	L2/434/BU	471472	nqrA	1043	2440	-	5857942															YP_001654093.1	465	O84612	Na(+)-translocating NADH-quinone reductase subunit A						2	25920978					Mid_Late	12730178												
CT635	CTL0003	L2/434/BU	471472	-	2462	2896	-	5858572															YP_001654094.1	144	O84613	hypothetical protein CTL0003						1	25920978					Mid_Late	12730178												
CT636	CTL0004	L2/434/BU	471472	greA	3010	5157	+	5858782															YP_001654095.1	715	O84614	fused transcript cleavage factor/hypothetical protein						7	25920978					Constitutive	12730178												
CT637	CTL0005	L2/434/BU	471472	aspC	5345	6547	+	5857932															YP_001654096.1	400	O84615	aromatic amino acid aminotransferase						1	25920978					Constitutive	12730178												
CT638/638.1	CTL0006	L2/434/BU	471472	-	6522	7532	+	5858612															YP_001654097.1	336	O84616	rod shape-determining protein MreC						2	25920978	subst	KH unpub			Constitutive	12730178												
CT639	CTL0007	L2/434/BU	471472	recB	7548	10628	-	5858760															YP_001654098.1	1026	O84617	exodeoxyribonuclease V subunit beta						5	25920978	subst (2)	KH unpub			Constitutive	12730178												
CT640	CTL0008	L2/434/BU	471472	recC	10630	13650	-	5858560															YP_001654099.1	1006	O84618	exodeoxyribonuclease V subunit gamma						11	25920978					Constitutive	12730178												
CT641	CTL0009	L2/434/BU	471472	-	13663	15342	+	5858002															YP_001654100.1	559	O84619	membrane efflux protein						4	25920978	subst	KH unpub			Constitutive	12730178												
CT642	CTL0010	L2/434/BU	471472	-	15362	16177	-	5858731															YP_001654101.1	271	O84620	hypothetical protein CTL0010						4	25920978					Constitutive	12730178												
CT643	CTL0011	L2/434/BU	471472	topA	17072	19645	+	5858735															YP_001654102.1	857	O84621	DNA topoisomerase I/SWI domain fusion protein						4	25920978					Late	12730178												
CT644	CTL0012	L2/434/BU	471472	-	19675	20679	-	5858362															YP_001654103.1	334	O84622	oxidoreductase						3	25920978					Constitutive	12730178												
CT645	CTL0013	L2/434/BU	471472	-	20658	20954	-	5858065															YP_001654104.1	98	O84623	integral membrane protein						0	25920978					Mid_Late	12730178												
CT646	CTL0014	L2/434/BU	471472	-	21059	22438	+	5857982															YP_001654105.1	459	O84624	hypothetical protein CTL0014						1	25920978					Constitutive	12730178												
CT647	CTL0015	L2/434/BU	471472	-	22438	23016	+	5858794															YP_001654106.1	192	O84625	hypothetical protein CTL0015						3	25920978					Constitutive	12730178												
CT648	CTL0016	L2/434/BU	471472	-	23007	24281	+	5858701															YP_001654107.1	424	O84626	hypothetical protein CTL0016						4	25920978					Constitutive	12730178												
CT649	CTL0017	L2/434/BU	471472	-	24284	24820	+	5857973															YP_001654108.1	178	O84627	hypothetical protein CTL0017						1	25920978					Constitutive	12730178												
CT650	CTL0018	L2/434/BU	471472	recA	25080	26138	+	5857960															YP_001654109.1	352	O84628	recombinase A						2	25920978					Mid_Late	12730178												
CT651	CTL0019	L2/434/BU	471472	-	26424	28250	+	5858568															YP_001654110.1	608	O84629	lipoprotein						3	25920978					ND	12730178												
CT652	CTL0020	L2/434/BU	471472	recD	28247	29737	+	5858050															YP_001654111.1	496	O84630	exodeoxyribonuclease V subunit alpha						2	25920978					Constitutive	12730178												
CT653	CTL0022	L2/434/BU	471472	-	30083	30802	-	5858092															YP_001654113.1	239	O84631	ABC transporter ATP-binding protein						0	25920978					ND	12730178												
CT654	CTL0023	L2/434/BU	471472	-	30811	31299	-	5857968															YP_001654114.1	162	O84632	hypothetical protein CTL0023						0	25920978					Constitutive	12730178												
CT655	CTL0024	L2/434/BU	471472	kdsA	31296	32105	-	5858018															YP_001654115.1	269	O84633	2-dehydro-3-deoxyphosphooctonate aldolase						0	25920978					Constitutive	12730178												
CT657	CTL0026	L2/434/BU	471472	-	32884	33201	+	5858019															YP_001654117.1	105	O84634	hypothetical protein CTL0026						1	25920978					Constitutive	12730178												
CT658	CTL0027	L2/434/BU	471472	sfhB	33283	34290	+	5858191															YP_001654118.1	335	O84635	ribosomal large subunit pseudouridine synthase D						3	25920978					Constitutive	12730178												
CT659	CTL0028	L2/434/BU	471472	-	34390	34626	+	5858159															YP_001654119.1	78	O84636	hypothetical protein CTL0028						0	25920978					Late	12730178												
CT660	CTL0029	L2/434/BU	471472	gyrA2	34765	36237	-	5858093															YP_001654120.1	490	O84637	DNA topoisomerase IV subunit A						7	25920978					Late	12730178												
CT661	CTL0030	L2/434/BU	471472	gyrB	36252	38069	-	5858181															YP_001654121.1	605	O84638	DNA topoisomerase IV subunit B						6	25920978					Constitutive	12730178												
CT662	CTL0031	L2/434/BU	471472	hemA	38449	39456	+	5858148															YP_001654122.1	335	O84639	glutamyl-tRNA reductase						0	25920978					Mid_Late	12730178												
CT663	CTL0032	L2/434/BU	471472	sycE	40168	40569	+	5858045															YP_001654123.1	133	O84640	type III secretion system chaperone						0	25920978					Mid_Late	12730178												
CT664	CTL0033	L2/434/BU	471472	cdsD?	40573	43062	+	5858226															YP_001654124.1	829	O84641	phosphopeptide binding protein						5	25920978					Mid_Late	12730178												
CT665	CTL0034	L2/434/BU	471472	-	43106	43357	+	5857951															YP_001654125.1	83	O84642	hypothetical protein CTL0034						0	25920978					Mid_Late	12730178												
CT666	CTL0035	L2/434/BU	471472	cdsF?	43384	43635	+	5857950															YP_001654126.1	83	O84643	hypothetical protein CTL0035						2	25920978					Mid_Late	12730178												
CT667	CTL0036	L2/434/BU	471472	-	43654	44103	+	5858714															YP_001654127.1	149	O84644	hypothetical protein CTL0036						0	25920978					Mid_Late	12730178												
CT668	CTL0037	L2/434/BU	471472	-	44123	44794	+	5857938															YP_001654128.1	223	O84645	hypothetical protein CTL0037						3	25920978					Mid_Late	12730178												
CT669	CTL0038	L2/434/BU	471472	sctN (cdsN?)	44796	46124	+	5858830															YP_001654129.1	442	O84646	type III secretion system ATPase						2	25920978					Mid_Late	12730178												
CT670	CTL0039	L2/434/BU	471472	cdsO?	46147	46653	+	5858566															YP_001654130.1	168	O84647	hypothetical protein CTL0039						0	25920978					Mid_Late	12730178												
CT671	CTL0040	L2/434/BU	471472	-	46657	47508	+	5858162															YP_001654131.1	283	O84648	hypothetical protein CTL0040						1	25920978					Mid_Late	12730178												
CT672	CTL0041	L2/434/BU	471472	sctQ (cdsQ?)	47518	48639	+	5858835															YP_001654132.1	373	O84649	type III secretion system protein						3	25920978					Mid_Late	12730178												
CT673	CTL0042	L2/434/BU	471472	pkn5	48774	50246	+	5857908															YP_001654133.1	490	O84650	serine/threonine-protein kinase						3	25920978					Constitutive	12730178												
CT674	CTL0043	L2/434/BU	471472	cdsC?	50243	53008	+	5858779															YP_001654134.1	921	O84651	type III secretion structural protein						7	25920978					Late	12730178												
CT675	CTL0044	L2/434/BU	471472	aspC	53322	54392	-	5858268															YP_001654135.1	356	O84652	ATP:guanido phosphotransferase						3	25920978					Constitutive	12730178												
CT676	CTL0045	L2/434/BU	471472	-	54382	54903	-	5858468															YP_001654136.1	173	O84653	hypothetical protein CTL0045						3	25920978					ND	12730178												
CT677	CTL0046	L2/434/BU	471472	frr	55274	55813	-	5858332															YP_001654137.1	179	O84654	ribosome recycling factor						1	25920978					Constitutive	12730178												
CT678	CTL0047	L2/434/BU	471472	pyrH	55810	56547	-	5858098															YP_001654138.1	245	O84655	uridylate kinase						2	25920978					Constitutive	12730178												
CT679	CTL0048	L2/434/BU	471472	tsf	56560	57408	-	5858656															YP_001654139.1	282	O84656	elongation factor Ts						1	25920978					Constitutive	12730178												
CT680	CTL0049	L2/434/BU	471472	rpsB	57405	58253	-	5858829															YP_001654140.1	282	O84657	30S ribosomal protein S2						1	25920978					Constitutive	12730178												
CT681	CTL0050	L2/434/BU	471472	ompA	58637	59821	-	5858320															YP_001654141.1	394	O84658	major outer membrane protein						3	25920978					Late	12730178												
CT682	CTL0051	L2/434/BU	471472	pbpB	60428	63670	+	5858500															YP_001654142.1	1080	O84659	penicillin-binding protein						11	25920978					Constitutive	12730178												
CT683	CTL0052	L2/434/BU	471472	-	63734	64741	+	5857981															YP_001654143.1	335	O84660	hypothetical protein CTL0052						0	25920978					Constitutive	12730178												
CT684	CTL0053	L2/434/BU	471472	-	65083	66534	+	5858825															YP_001654144.1	483	O84661	cysteine desulfurase activator complex subunit SufB						3	25920978					Constitutive	12730178												
CT685	CTL0054	L2/434/BU	471472	-	66537	67304	+	5858763															YP_001654145.1	255	O84662	ABC transporter ATP-binding protein						3	25920978					Constitutive	12730178												
CT686	CTL0055	L2/434/BU	471472	-	67308	68495	+	5858055															YP_001654146.1	395	O84663	hypothetical protein CTL0055						4	25920978					Constitutive	12730178												
CT687	CTL0056	L2/434/BU	471472	sufS	68488	69693	+	5858054															YP_001654147.1	401	O84664	cysteine desulfurase						3	25920978					Constitutive	12730178												
CT688	CTL0057	L2/434/BU	471472	parB	69829	70674	+	5858632															YP_001654148.1	281	O84665	chromosome partitioning protein						2	25920978					Constitutive	12730178												
CT689	CTL0058	L2/434/BU	471472	dppF	70666	71496	-	5858431															YP_001654149.1	276	O84666	ABC transporter ATPase						3	25920978					Constitutive	12730178												
CT690	CTL0059	L2/434/BU	471472	dppD	71489	72454	-	5858660															YP_001654150.1	321	O84667	ABC transporter ATPase						5	25920978					Constitutive	12730178												
CT691	CTL0060	L2/434/BU	471472	-	72615	73289	+	5858521															YP_001654151.1	224	O84668	hypothetical protein CTL0060						0	25920978					Constitutive	12730178												
CT692	CTL0061	L2/434/BU	471472	-	73292	74572	+	5858053															YP_001654152.1	426	O84669	low-affinity inorganic phosphate transporter						2	25920978					Constitutive	12730178												
CT693	CTL0062	L2/434/BU	471472	pgk	74711	75922	+	5858720															YP_001654153.1	403	O84670	phosphoglycerate kinase						2	25920978					Late	12730178												
CT694	CTL0063	L2/434/BU	471472	-	76182	77150	+	5858442	969														YP_001654154.1	322	O84671	hypothetical protein CTL0063						8	25920978					late	12730178		272561.CT694	0	Ahnak	y	1	0	noncyto	no	yes	GFP (host)	2
CT695	CTL0064	L2/434/BU	471472	-	77201	78397	+	5858128															YP_001654155.1	398	O84572	hypothetical protein CTL0064						4	25920978					Late	12730178		272561.CT695.	0									
CT696	CTL0065	L2/434/BU	471472	-	78483	79661	+	5857976															YP_001654156.1	392	O84573	hypothetical protein CTL0065						1	25920978					Constitutive	12730178												
CT697	CTL0066	L2/434/BU	471472	nth	79658	80293	-	5857958															YP_001654157.1	211	O84574	endonuclease III						0	25920978					Constitutive	12730178												
CT698	CTL0067	L2/434/BU	471472	trmE	80300	81634	-	5858796															YP_001654158.1	444	O84575	tRNA modification GTPase TrmE						1	25920978					Constitutive	12730178												
CT699	CTL0068	L2/434/BU	471472	psdD	81902	82807	+	5858418															YP_001654159.1	301	O84576	phosphatidylserine decarboxylase						2	25920978					Constitutive	12730178												
CT700	CTL0069	L2/434/BU	471472	-	82872	84197	+	5858532															YP_001654160.1	441	O84577	hypothetical protein CTL0069						7	25920978					Mid_Late	12730178												
CT701	CTL0070	L2/434/BU	471472	secA	84456	87365	+	5857962															YP_001654161.1	969	O84578	preprotein translocase subunit SecA						6	25920978					Mid_Late	12730178												
CT702	CTL0071	L2/434/BU	471472	-	87459	87986	-	5858249															YP_001654162.1	175	O84579	hypothetical protein CTL0071						2	25920978					Very_Late	12730178												
CT703	CTL0072	L2/434/BU	471472	engA	88063	89535	-	5857964															YP_001654163.1	490	O84580	GTP-binding protein EngA						3	25920978					Constitutive	12730178												
CT704	CTL0073	L2/434/BU	471472	pcnB	89651	90883	-	5857984															YP_001654164.1	410	O84581	poly A polymerase						0	25920978					Constitutive	12730178												
CT705	CTL0074	L2/434/BU	471472	clpX	90898	92157	-	5858594															YP_001654165.1	419	O84582	ATP-dependent protease ATP-binding subunit ClpX						3	25920978					Constitutive	12730178												
CT706	CTL0075	L2/434/BU	471472	clpP	92167	92778	-	5858739															YP_001654166.1	203	O84583	ATP-dependent Clp protease proteolytic subunit						2	25920978					Constitutive	12730178												
CT707	CTL0076	L2/434/BU	471472	tig	92945	94273	-	5858454															YP_001654167.1	442	O84584	trigger factor						7	25920978					Constitutive	12730178												
CT708	CTL0077	L2/434/BU	471472	-	94632	98123	+	5858311															YP_001654168.1	1163	O84585	helicase						7	25920978					Mid_Late	12730178												
CT709	CTL0078	L2/434/BU	471472	mreB	98128	99228	+	5858075															YP_001654169.1	366	O84586	rod shape-determining protein MreB						1	25920978					Mid_Late	12730178												
CT710	CTL0079	L2/434/BU	471472	pckA	99225	101024	+	5858756															YP_001654170.1	599	O84587	phosphoenolpyruvate carboxykinase						12	25920978					Mid_Late	12730178												
CT711	CTL0080	L2/434/BU	471472	-	101136	103439	+	5858432															YP_001654171.1	767	O84588	hypothetical protein CTL0080						9	25920978					Late	12730178												
CT712	CTL0081	L2/434/BU	471472	-	103466	104638	+	5857969															YP_001654172.1	390	O84589	hypothetical protein CTL0081						2	25920978					Late	12730178												
CT713	CTL0082	L2/434/BU	471472	ompB	104704	105726	-	5858130															YP_001654173.1	340	O84590	outer membrane protein B						2	25920978					Late	12730178												
CT714	CTL0083	L2/434/BU	471472	gpsA	105860	106864	-	5858505															YP_001654174.1	334	O84591	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase						3	25920978					Constitutive	12730178												
CT715	CTL0084	L2/434/BU	471472	-	106861	108228	-	5858036															YP_001654175.1	455	O84592	UDP-N-acetylglucosamine pyrophosphorylase						1	25920978					Constitutive	12730178												
CT716	CTL0085	L2/434/BU	471472	-	108240	108605	-	5858106															YP_001654176.1	121	O84593	hypothetical protein CTL0085						1	25920978					ND	12730178												
CT717	CTL0086	L2/434/BU	471472	fliI	108598	109902	-	5858754															YP_001654177.1	434	O84594	type III secretion system ATPase						4	25920978					ND	12730178												
CT718	CTL0087	L2/434/BU	471472	-	109976	110500	-	5858083															YP_001654178.1	174	O84595	hypothetical protein CTL0087						2	25920978					Constitutive	12730178												
CT719	CTL0088	L2/434/BU	471472	fliF	110505	111509	-	5857963															YP_001654179.1	334	O84596	type III secretion system protein						2	25920978					Constitutive	12730178												
CT720	CTL0089	L2/434/BU	471472	-	111783	112565	-	5858033															YP_001654180.1	260	O84597	hypothetical protein CTL0089						2	25920978					Constitutive	12730178												
CT721	CTL0090	L2/434/BU	471472	-	112562	113716	-	5858089															YP_001654181.1	384	O84598	cysteine desulfurase						3	25920978					Constitutive	12730178												
CT722	CTL0091	L2/434/BU	471472	pgmA	113671	114351	-	5858631															YP_001654182.1	226	O84599	phosphoglyceromutase						3	25920978					Constitutive	12730178												
CT723	CTL0092	L2/434/BU	471472	-	114646	115371	+	5858449															YP_001654183.1	241		ribosomal large subunit pseudouridine synthase B						2	25920978					Constitutive	12730178												
CT724	CTL0093	L2/434/BU	471472	-	115490	116014	+	5857959															YP_001654184.1	174		hypothetical protein CTL0093						4	25920978					Constitutive	12730178												
CT725	CTL0094	L2/434/BU	471472	birA	116041	116595	+	5858090															YP_001654185.1	184		biotin--protein ligase						1	25920978					Constitutive	12730178												
CT726	CTL0095	L2/434/BU	471472	-	116602	117741	-	5858029															YP_001654186.1	379		cell cycle protein						1	25920978					Constitutive	12730178												
CT727	CTL0096	L2/434/BU	471472	-	117833	119812	-	5858085															YP_001654187.1	659		cation transporting ATPase						1	25920978					Constitutive	12730178												
CT728	CTL0097	L2/434/BU	471472	-	119836	120582	-	5858773															YP_001654188.1	248		integral membrane protein						2	25920978					Constitutive	12730178												
CT729	CTL0098	L2/434/BU	471472	serS	120619	121905	-	5857961															YP_001654189.1	428		seryl-tRNA synthetase						0	25920978					Constitutive	12730178												
CT730	CTL0099	L2/434/BU	471472	ribD	121947	123074	+	5858243															YP_001654190.1	375		riboflavin biosynthesis diaminohydroxyphosphoribosylaminopyrimidine deaminase						3	25920978					Constitutive	12730178												
CT731	CTL0100	L2/434/BU	471472	ribA	123184	124458	+	5858517															YP_001654191.1	424		bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II protein						3	25920978					Constitutive	12730178												
CT732	CTL0101	L2/434/BU	471472	ribH	124427	124900	+	5858575															YP_001654192.1	157		6,7-dimethyl-8-ribityllumazine synthase						2	25920978					Constitutive	12730178												
CT733	CTL0102	L2/434/BU	471472	-	124951	126297	-	5858555															YP_001654193.1	448		hypothetical protein CTL0102						2	25920978					Late	12730178												
CT734	CTL0103	L2/434/BU	471472	-	126682	127347	+	5858734															YP_001654194.1	221		lipoprotein						2	25920978					Mid_Late	12730178												
CT735	CTL0104	L2/434/BU	471472	dagA	127452	128819	+	5858724															YP_001654195.1	455		Na(+)-linked D-alanine glycine permease						2	25920978					Constitutive	12730178												
CT736	CTL0105	L2/434/BU	471472	-	128877	129329	+	5858434															YP_001654196.1	150		hypothetical protein CTL0105						1	25920978					Constitutive	12730178												
CT737	CTL0106	L2/434/BU	471472	nue?	129338	129997	-	5858088															YP_001654197.1	219		SET domain-containing protein						4	25920978					Constitutive	12730178												
CT738	CTL0107	L2/434/BU	471472	-	129994	130782	-	5858459															YP_001654198.1	262		Zn-dependent hydrolase						1	25920978					Constitutive	12730178												
CT739	CTL0108	L2/434/BU	471472	ftsK	130786	133185	-	5858134															YP_001654199.1	799		cell division protein						0	25920978					Constitutive	12730178												
CT740	CTL0109	L2/434/BU	471472	dmpP (nqrF?)	139457	140752	-	5858486															YP_001654200.1	431		Na(+)-translocating NADH-quinone reductase subunit F						2	25920978					Constitutive	12730178												
CT741	CTL0110	L2/434/BU	471472	yajC	140895	141239	-	5858687															YP_001654201.1	114		preprotein translocase subunit YajC						0	25920978					Constitutive	12730178												
CT742	CTL0111	L2/434/BU	471472	-	141344	142534	-	5858071															YP_001654202.1	396		rRNA methyltransferase						5	25920978					Constitutive	12730178												
CT743	CTL0112	L2/434/BU	471472	hctA	142722	143099	-	5858703															YP_001654203.1	125		histone H1--like developmental protein						1	25920978					Constitutive	12730178												
CT744	CTL0113	L2/434/BU	471472	-	143495	145963	+	5858678															YP_001654204.1	822		hypothetical protein CTL0113						9	25920978					Constitutive	12730178												
CT745	CTL0114	L2/434/BU	471472	hemG	145955	147229	-	5858215															YP_001654205.1	424		protoporphyrinogen oxidase						3	25920978					Constitutive	12730178												
CT746	CTL0115	L2/434/BU	471472	hemN	147226	148599	-	5858133															YP_001654206.1	457		coproporphyrinogen III oxidase						1	25920978					ND	12730178												
CT747	CTL0116	L2/434/BU	471472	hemE	148572	149582	-	5858692															YP_001654207.1	336		uroporphyrinogen decarboxylase						3	25920978					Constitutive	12730178												
CT748	CTL0117	L2/434/BU	471472	mfd	149595	152834	-	5858600															YP_001654208.1	1079		transcription-repair coupling factor						1	25920978					Constitutive	12730178												
CT749	CTL0118	L2/434/BU	471472	alaS	152810	155437	-	5858757															YP_001654209.1	875		alanyl-tRNA synthetase						4	25920978					ND	12730178												
CT750	CTL0119	L2/434/BU	471472	tktB	161262	163262	+	5858645															YP_001654210.1	666		transketolase						4	25920978					Constitutive	12730178												
CT751	CTL0120	L2/434/BU	471472	amn	163259	164128	-	5858365															YP_001654211.1	289		AMP nucleosidase						4	25920978					ND	12730178												
CT752	CTL0121	L2/434/BU	471472	efp	164384	164920	+	5858478															YP_001654212.1	178		elongation factor P						3	25920978					Mid_Late	12730178												
CT753	CTL0122	L2/434/BU	471472	-	164936	165160	-	5858625															YP_001654213.1	74		hypothetical protein CTL0122						3	25920978					ND	12730178												
CT754	CTL0123	L2/434/BU	471472	-	165207	166079	-	5858110															YP_001654214.1	290		hypothetical protein CTL0123						3	25920978					Constitutive	12730178												
CT755	CTL0124	L2/434/BU	471472	groEL	166160	167698	-	5858068															YP_001654215.1	512		60 kDa chaperonin GroEL						6	25920978					Constitutive	12730178												
CT756	CTL0125	L2/434/BU	471472	murF	168146	169498	+	5858336															YP_001654216.1	450		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase						1	25920978					Constitutive	12730178												
CT757	CTL0126	L2/434/BU	471472	mraY	169644	170654	+	5858776															YP_001654217.1	336		phospho-N-acetylmuramoyl-pentapeptide-transferase						3	25920978					Constitutive	12730178												
CT758	CTL0127	L2/434/BU	471472	murD	170666	171916	+	5858642															YP_001654218.1	416		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase						2	25920978					Constitutive	12730178												
CT759	CTL0128	L2/434/BU	471472	nlpD	171913	172650	+	5858023															YP_001654219.1	245		muramidase						1	25920978					Constitutive	12730178												
CT760	CTL0129	L2/434/BU	471472	ftsW	172666	173823	+	5858063															YP_001654220.1	385		cell division protein						1	25920978					Constitutive	12730178												
CT761	CTL0130	L2/434/BU	471472	murG	173732	174790	+	5858462															YP_001654221.1	352		undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase						0	25920978					ND	12730178												
CT762	CTL0131	L2/434/BU	471472	murC	174795	177206	+	5857988															YP_001654222.1	803		bifunctional D-alanyl-alanine synthetase A/UDP-N-acetylmuramate--L-alanine ligase						9	25920978					Constitutive	12730178												
CT764	CTL0133	L2/434/BU	471472	-	177820	178626	-	5858069															YP_001654224.1	268		hypothetical protein CTL0133						3	25920978					Constitutive	12730178												
CT765	CTL0134	L2/434/BU	471472	rbsV	178780	179112	+	5858111															YP_001654225.1	110		anti-sigma F factor antagonist						0	25920978					ND	12730178												
CT766	CTL0135	L2/434/BU	471472	miaA	179116	180135	+	5858494															YP_001654226.1	339		tRNA delta(2)-isopentenylpyrophosphate transferase						1	25920978					Constitutive	12730178												
CT767	CTL0136	L2/434/BU	471472	-	180140	181192	-	5858571															YP_001654227.1	350		hypothetical protein CTL0136						3	25920978					Constitutive	12730178												
CT768	CTL0137	L2/434/BU	471472	-	181282	182964	+	5858060															YP_001654228.1	560		hypothetical protein CTL0137						5	25920978					Mid_Late	12730178												
CT769	CTL0138	L2/434/BU	471472	-	183418	183777	+	5858194															YP_001654229.1	119		hypothetical protein CTL0138						1	25920978					Constitutive	12730178												
CT770	CTL0139	L2/434/BU	471472	fabF	183788	185044	+	5857965															YP_001654230.1	418		3-oxoacyl-(acyl carrier protein) synthase II						0	25920978					Mid_Late	12730178												
CT771	CTL0140	L2/434/BU	471472	-	185041	185493	+	5858479															YP_001654231.1	150		hypothetical protein CTL0140						0	25920978					Constitutive	12730178												
CT772	CTL0141	L2/434/BU	471472	ppa	185574	186203	-	5858049															YP_001654232.1	209		inorganic pyrophosphatase						1	25920978					ND	12730178												
CT773	CTL0142	L2/434/BU	471472	ldh	186451	187491	+	5858157															YP_001654233.1	346		leucine dehydrogenase						3	25920978					Constitutive	12730178												
CT774	CTL0143	L2/434/BU	471472	cysQ	187457	188485	-	5858096															YP_001654234.1	342		3\'(2\'),5\'-bisphosphate nucleotidase						0	25920978					Constitutive	12730178												
CT775	CTL0144	L2/434/BU	471472	-	188783	189544	+	5857983															YP_001654235.1	253		1-acyl-sn-glycerol-3-phosphate acyltransferase						0	25920978					Late	12730178												
CT776	CTL0145	L2/434/BU	471472	aas	189552	191165	+	5858079															YP_001654236.1	537		long chain fatty acid-						6	25920978	subst	KH unpub			Late	12730178												
CT777	CTL0146	L2/434/BU	471472	bioF	191208	192341	+	5858621															YP_001654237.1	377		8-amino-7-oxononanoate synthase						3	25920978					Constitutive	12730178												
CT778	CTL0147	L2/434/BU	471472	priA	192260	194521	-	5858030															YP_001654238.1	753		primosome assembly protein PriA						0	25920978					Constitutive	12730178												
CT779	CTL0148	L2/434/BU	471472	-	194476	195165	-	5858596															YP_001654239.1	229		hypothetical protein CTL0148						0	25920978					Constitutive	12730178												
CT780	CTL0149	L2/434/BU	471472	-	195321	195815	+	5858193															YP_001654240.1	164		protein disulfide isomerase						0	25920978					Constitutive	12730178												
CT781	CTL0150	L2/434/BU	471472	lysS	196047	197627	+	5858105															YP_001654241.1	526		lysyl-tRNA synthetase						3	25920978					Constitutive	12730178												
CT782	CTL0151	L2/434/BU	471472	cysS	197624	199117	-	5858607															YP_001654242.1	497		cysteinyl-tRNA synthetase						1	25920978					Constitutive	12730178												
CT783	CTL0152	L2/434/BU	471472	-	199370	200419	+	5858606															YP_001654243.1	349		hypothetical protein CTL0152						4	25920978					Late	12730178												
CT784	CTL0153	L2/434/BU	471472	rnpA	200497	200859	-	5858070															YP_001654244.1	120		ribonuclease P						2	25920978					Constitutive	12730178												
CT786	CTL0154	L2/434/BU	471472	rpmJ	201486	201623	+	5858008															YP_001654246.1	45		50S ribosomal protein L36						0	25920978					Constitutive	12730178												
CT787	CTL0155	L2/434/BU	471472	rpsN	201647	201952	+	5858719															YP_001654247.1	101		30S ribosomal protein S14						1	25920978					Constitutive	12730178												
CT788	CTL0156	L2/434/BU	471472	-	201986	202486	-	5858015															YP_001654248.1	166		hypothetical protein CTL0156						1	25920978					Constitutive	12730178												
CT789	CTL0157	L2/434/BU	471472	-	202608	202859	-	5858761															YP_001654249.1	83		integral membrane protein						1	25920978					ND	12730178												
CT790	CTL0158	L2/434/BU	471472	-	203139	203633	+	5858078															YP_001654250.1	164		hypothetical protein CTL0158						0	25920978					Constitutive	12730178												
CT791	CTL0159	L2/434/BU	471472	uvrC	203679	205418	-	5858792															YP_001654251.1	579		excinuclease ABC subunit C						5	25920978					Constitutive	12730178												
