Entry	Gene names  (ordered locus )	Gene names  (primary )	Protein names	Organism	Cross-reference (RefSeq)	Cross-reference (EMBL)	EnsemblBacteria transcript
Q1DCX5	MXAN_1239	rlmH	Ribosomal RNA large subunit methyltransferase H (EC 2.1.1.177) (23S rRNA (pseudouridine1915-N3)-methyltransferase) (23S rRNA m3Psi1915 methyltransferase) (rRNA (pseudouridine-N3-)-methyltransferase RlmH)	Myxococcus xanthus (strain DK 1622)	WP_011551358.1;	CP000113;	ABF92918;
Q1D7U3	MXAN_3077	rpoB	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	Myxococcus xanthus (strain DK 1622)	WP_011553127.1;	CP000113;	ABF90369;
Q1D7U2	MXAN_3078	rpoC	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	Myxococcus xanthus (strain DK 1622)	WP_011553128.1;	CP000113;	ABF88775;
Q1D4L3	MXAN_4235	thiC	Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	Myxococcus xanthus (strain DK 1622)	WP_011554238.1;	CP000113;	ABF86660;
Q1D282	MXAN_5087	thiE	Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase)	Myxococcus xanthus (strain DK 1622)	WP_011555061.1;	CP000113;	ABF88204;
Q1D7A6	MXAN_3268	thiG	Thiazole synthase (EC 2.8.1.10)	Myxococcus xanthus (strain DK 1622)	WP_011553313.1;	CP000113;	ABF91377;
Q1DAT1	MXAN_2013	tig	Trigger factor (TF) (EC 5.2.1.8) (PPIase)	Myxococcus xanthus (strain DK 1622)	WP_011552097.1;	CP000113;	ABF92960;
Q1D0D0	MXAN_5756	tolB	Tol-Pal system protein TolB	Myxococcus xanthus (strain DK 1622)	WP_011555707.1;	CP000113;	ABF89846;
Q1CZW4	MXAN_5922	tal	Probable transaldolase (EC 2.2.1.2)	Myxococcus xanthus (strain DK 1622)	WP_011555873.1;	CP000113;	ABF91410;
Q1D2J4	MXAN_4973	ruvC	Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4) (Holliday junction nuclease RuvC) (Holliday junction resolvase RuvC)	Myxococcus xanthus (strain DK 1622)	WP_011554951.1;	CP000113;	ABF86200;
Q1CY84	MXAN_6516	ahcY	Adenosylhomocysteinase (EC 3.3.1.1) (S-adenosyl-L-homocysteine hydrolase) (AdoHcyase)	Myxococcus xanthus (strain DK 1622)	WP_011556447.1;	CP000113;	ABF88127;
Q1D1H8	MXAN_5345	secA	Protein translocase subunit SecA	Myxococcus xanthus (strain DK 1622)	WP_011555310.1;	CP000113;	ABF88484;
Q1D751	MXAN_3323	rpsM	30S ribosomal protein S13	Myxococcus xanthus (strain DK 1622)	WP_011553358.1;	CP000113;	ABF90638;
Q1CY73	MXAN_6528	rpsN	30S ribosomal protein S14	Myxococcus xanthus (strain DK 1622)	WP_011556458.1;	CP000113;	ABF88355;
Q1D771	MXAN_3303	rpsS	30S ribosomal protein S19	Myxococcus xanthus (strain DK 1622)	WP_002633604.1;	CP000113;	ABF89115;
Q1D369	MXAN_4742	rpsT	30S ribosomal protein S20	Myxococcus xanthus (strain DK 1622)	WP_011554729.1;	CP000113;	ABF86211;
Q1D1H9	MXAN_5344	rpsB	30S ribosomal protein S2	Myxococcus xanthus (strain DK 1622)	WP_011555309.1;	CP000113;	ABF87442;
Q1D769	MXAN_3305	rpsC	30S ribosomal protein S3	Myxococcus xanthus (strain DK 1622)	WP_002633602.1;	CP000113;	ABF91094;
Q1CXF1	MXAN_6805	rpsD2	30S ribosomal protein S4 B	Myxococcus xanthus (strain DK 1622)	WP_011556730.1;	CP000113;	ABF88254;
Q1D778	MXAN_3296	rpsG	30S ribosomal protein S7	Myxococcus xanthus (strain DK 1622)	WP_011553340.1;	CP000113;	ABF92834;
Q1D761	MXAN_3313	rpsH	30S ribosomal protein S8	Myxococcus xanthus (strain DK 1622)	WP_011553349.1;	CP000113;	ABF88526;
Q1DAP2	MXAN_2052	rsmA	Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)	Myxococcus xanthus (strain DK 1622)	WP_011552136.1;	CP000113;	ABF87817;
Q1D2J5	MXAN_4972	ruvA	Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)	Myxococcus xanthus (strain DK 1622)	WP_011554950.1;	CP000113;	ABF91402;
Q1D096	MXAN_5790	trmB	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	Myxococcus xanthus (strain DK 1622)	WP_011555741.1;	CP000113;	ABF88297;
Q1CZH6	MXAN_6062	trpD	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	Myxococcus xanthus (strain DK 1622)	WP_011556011.1;	CP000113;	ABF88603;
Q1D6I2	MXAN_3548	trmD	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	Myxococcus xanthus (strain DK 1622)	WP_011553577.1;	CP000113;	ABF92908;
Q1D8I9	MXAN_2817	tpiA	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	Myxococcus xanthus (strain DK 1622)	WP_011552884.1;	CP000113;	ABF89274;
Q1CZH4	MXAN_6064	trpF	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	Myxococcus xanthus (strain DK 1622)	WP_011556013.1;	CP000113;	ABF91277;
Q9S449	MXAN_3007	trmFO	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO (EC 2.1.1.74) (Folate-dependent tRNA (uracil-5-)-methyltransferase) (Folate-dependent tRNA(M-5-U54)-methyltransferase)	Myxococcus xanthus (strain DK 1622)	WP_011553063.1;	AF162663;AY204472;CP000113;	ABF92331;
Q1D7U7	MXAN_3073	rplK	50S ribosomal protein L11	Myxococcus xanthus (strain DK 1622)	WP_011553123.1;	CP000113;	ABF86547;
Q1D756	MXAN_3318	rplO	50S ribosomal protein L15	Myxococcus xanthus (strain DK 1622)	WP_011553354.1;	CP000113;	ABF87720;
Q1D747	MXAN_3327	rplQ	50S ribosomal protein L17	Myxococcus xanthus (strain DK 1622)	WP_011553362.1;	CP000113;	ABF91562;
Q1D759	MXAN_3315	rplR	50S ribosomal protein L18	Myxococcus xanthus (strain DK 1622)	WP_026114014.1;	CP000113;	ABF88209;
Q1D6E1	MXAN_3593	rplT	50S ribosomal protein L20	Myxococcus xanthus (strain DK 1622)	WP_011553618.1;	CP000113;	ABF89728;
Q1D6I3	MXAN_3547	rimM	Ribosome maturation factor RimM	Myxococcus xanthus (strain DK 1622)	WP_011553576.1;	CP000113;	ABF89241;
Q1D980	MXAN_2574	rnhB	Ribonuclease HII (RNase HII) (EC 3.1.26.4)	Myxococcus xanthus (strain DK 1622)	WP_011552644.1;	CP000113;	ABF92034;
Q1DAT4	MXAN_2004	rph	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	Myxococcus xanthus (strain DK 1622)	WP_011552094.1;	CP000113;	ABF87690;
Q1D748	MXAN_3326	rpoA	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	Myxococcus xanthus (strain DK 1622)	WP_011553361.1;	CP000113;	ABF87159;
Q1D289	MXAN_5080	rplI	50S ribosomal protein L9	Myxococcus xanthus (strain DK 1622)	WP_011555054.1;	CP000113;	ABF89880;
Q1D5X9	MXAN_3762	rnc	Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III)	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91367;
Q1D767	MXAN_3307	rpmC	50S ribosomal protein L29	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF89958;
Q1D230	MXAN_5139	rpmE	50S ribosomal protein L31	Myxococcus xanthus (strain DK 1622)	WP_011555112.1;	CP000113;	ABF91803;
Q1D773	MXAN_3301	rplW	50S ribosomal protein L23	Myxococcus xanthus (strain DK 1622)	WP_002633606.1;	CP000113;	ABF87941;
Q1D770	MXAN_3304	rplV	50S ribosomal protein L22	Myxococcus xanthus (strain DK 1622)	WP_002633603.1;	CP000113;	ABF89495;
Q1D6I1	MXAN_3549	rplS	50S ribosomal protein L19	Myxococcus xanthus (strain DK 1622)	WP_011553578.1;	CP000113;	ABF91840;
Q1D772	MXAN_3302	rplB	50S ribosomal protein L2	Myxococcus xanthus (strain DK 1622)	WP_011553343.1;	CP000113;	ABF88953;
Q1D7V0	MXAN_3069	rpmG1	50S ribosomal protein L33 1	Myxococcus xanthus (strain DK 1622)	WP_011553120.1;	CP000113;	ABF89076;
Q1D7U6	MXAN_3074	rplA	50S ribosomal protein L1	Myxococcus xanthus (strain DK 1622)	WP_011553124.1;	CP000113;	ABF85988;
Q1D764	MXAN_3310	rplX	50S ribosomal protein L24	Myxococcus xanthus (strain DK 1622)	WP_011553346.1;	CP000113;	ABF92246;
Q1D338	MXAN_4773	rpmF	50S ribosomal protein L32	Myxococcus xanthus (strain DK 1622)	WP_011554760.1;	CP000113;	ABF89150;
Q1DDD3	MXAN_1080	nuoN	NADH-quinone oxidoreductase subunit N (EC 1.6.5.11) (NADH dehydrogenase I subunit N) (NDH-1 subunit N)	Myxococcus xanthus (strain DK 1622)	WP_011551200.1;	CP000113;	ABF87238;
Q1D350	MXAN_4761	nusB	Transcription antitermination protein NusB (Antitermination factor NusB)	Myxococcus xanthus (strain DK 1622)	WP_011554748.1;	CP000113;	ABF86960;
Q1DC95	MXAN_1471	obg	GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg)	Myxococcus xanthus (strain DK 1622)	WP_011551587.1;	CP000113;	ABF88413;
Q1DDD0	MXAN_1083	nuoK	NADH-quinone oxidoreductase subunit K (EC 1.6.5.11) (NADH dehydrogenase I subunit K) (NDH-1 subunit K)	Myxococcus xanthus (strain DK 1622)	WP_011551203.1;	CP000113;	ABF92070;
Q1D8S3	MXAN_2733	nuoB	NADH-quinone oxidoreductase subunit B (EC 1.6.5.11) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	Myxococcus xanthus (strain DK 1622)	WP_011552800.1;	CP000113;	ABF87142;
Q1D8S7	MXAN_2729	nuoD	NADH-quinone oxidoreductase subunit D (EC 1.6.5.11) (NADH dehydrogenase I subunit D) (NDH-1 subunit D)	Myxococcus xanthus (strain DK 1622)	WP_011552796.1;	CP000113;	ABF87491;
Q1DC68	MXAN_1503	nfi	Endonuclease V (EC 3.1.21.7) (Deoxyinosine 3'endonuclease) (Deoxyribonuclease V) (DNase V)	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87431;
Q1D6P1	MXAN_3487	cysC	Adenylyl-sulfate kinase (EC 2.7.1.25) (APS kinase) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenosine-5'-phosphosulfate kinase)	Myxococcus xanthus (strain DK 1622)	WP_011553518.1;	CP000113;	ABF86456;
Q1D9W9	MXAN_2334	cysI	Sulfite reductase [NADPH] hemoprotein beta-component (SiR-HP) (SiRHP) (EC 1.8.1.2)	Myxococcus xanthus (strain DK 1622)	WP_011552409.1;	CP000113;	ABF92185;
P38586	MXAN_7263	devT	CRISPR-associated protein Cas8a1/Csx13 (CRISPR-associated protein Cas8a1/Csx13, Myxan subtype) (Fruiting body developmental protein T)	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87502;
P95334	MXAN_6671	dnaK	Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	Myxococcus xanthus (strain DK 1622)	WP_011556596.1;	U83800;CP000113;	ABF90084;
Q1D0P7	MXAN_5637	ligA	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	Myxococcus xanthus (strain DK 1622)	WP_011555591.1;	CP000113;	ABF88435;
Q1DDE5	MXAN_1068	dtd	D-aminoacyl-tRNA deacylase (DTD) (EC 3.1.1.96) (Gly-tRNA(Ala) deacylase) (EC 3.1.1.-)	Myxococcus xanthus (strain DK 1622)	WP_011551188.1;	CP000113;	ABF86443;
Q1D3Y5	MXAN_4467	groL1	60 kDa chaperonin 1 (GroEL protein 1) (Protein Cpn60 1)	Myxococcus xanthus (strain DK 1622)	WP_011554465.1;	CP000113;	ABF87971;
Q1CZL3	MXAN_6025	clpS	ATP-dependent Clp protease adapter protein ClpS	Myxococcus xanthus (strain DK 1622)	WP_011555974.1;	CP000113;	ABF87400;
Q1D777	MXAN_3297	fusA2	Elongation factor G 2 (EF-G 2)	Myxococcus xanthus (strain DK 1622)	WP_011553341.1;	CP000113;	ABF86551;
Q1D386	MXAN_4725	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase)	Myxococcus xanthus (strain DK 1622)	WP_011554712.1;	CP000113;	ABF91809;
Q1D7Z0	MXAN_3024	engB	Probable GTP-binding protein EngB	Myxococcus xanthus (strain DK 1622)	WP_011553080.1;	CP000113;	ABF90279;
Q1DFA0	MXAN_0402	atpB	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87669;
Q1CWT4	MXAN_7026	atpH	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)	Myxococcus xanthus (strain DK 1622)	WP_011556945.1;	CP000113;	ABF93131;
Q1CWT2	MXAN_7028	atpA	ATP synthase subunit alpha (EC 3.6.3.14) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	Myxococcus xanthus (strain DK 1622)	WP_026114085.1;	CP000113;	ABF91104;
Q1CX36	MXAN_6923	atpD	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	Myxococcus xanthus (strain DK 1622)	WP_011556843.1;	CP000113;	ABF88655;
Q1CX38	MXAN_6921	atpC	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	Myxococcus xanthus (strain DK 1622)	WP_011556841.1;	CP000113;	ABF92227;
Q1DDF6	MXAN_1056	astB	N-succinylarginine dihydrolase (EC 3.5.3.23)	Myxococcus xanthus (strain DK 1622)	WP_011551177.1;	CP000113;	ABF87851;
Q1D823	MXAN_2991	aglZ	Adventurous-gliding motility protein Z	Myxococcus xanthus (strain DK 1622)	WP_011553047.1;	AY487937;CP000113;	ABF92300;
Q1D1H1	MXAN_5352	apt	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	Myxococcus xanthus (strain DK 1622)	WP_011555317.1;	CP000113;	ABF91841;
Q1D264	MXAN_5105	argB	Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK)	Myxococcus xanthus (strain DK 1622)	WP_011555079.1;	CP000113;	ABF89171;
Q1DCV8	MXAN_1258	bioF	8-amino-7-oxononanoate synthase (AONS) (EC 2.3.1.47) (7-keto-8-amino-pelargonic acid synthase) (7-KAP synthase) (KAPA synthase) (8-amino-7-ketopelargonate synthase)	Myxococcus xanthus (strain DK 1622)	WP_011551375.1;	CP000113;	ABF88105;
Q1DCV9	MXAN_1257	bioB	Biotin synthase (EC 2.8.1.6)	Myxococcus xanthus (strain DK 1622)	WP_011551374.1;	CP000113;	ABF89507;
Q1CW51	MXAN_7259	cas2	CRISPR-associated endoribonuclease Cas2 (EC 3.1.-.-)	Myxococcus xanthus (strain DK 1622)	WP_011557178.1;	CP000113;	ABF89361;
Q1CZ49	MXAN_6193	bshC	Putative cysteine ligase BshC (EC 6.-.-.-)	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF92811;
Q1CW45	MXAN_7265	cas6	CRISPR-associated endonuclease Cas6 (EC 3.1.-.-)	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87577;
Q1CW46	MXAN_7264	cas3	Putative CRISPR-associated nuclease/helicase Cas3 (EC 3.1.-.-) (EC 3.6.4.-)	Myxococcus xanthus (strain DK 1622)	WP_011557183.1;	CP000113;	ABF91789;
Q1D3G4	MXAN_4643	dxs	1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS)	Myxococcus xanthus (strain DK 1622)	WP_011554635.1;	CP000113;	ABF90170;
Q1D513	MXAN_4082	fusA3	Elongation factor G 3 (EF-G 3)	Myxococcus xanthus (strain DK 1622)	WP_011554089.1;	CP000113;	ABF90131;
Q1D9P5	MXAN_2408	fusA1	Elongation factor G 1 (EF-G 1)	Myxococcus xanthus (strain DK 1622)	WP_011552483.1;	CP000113;	ABF92388;
Q1D7V1	MXAN_3068	tuf1	Elongation factor Tu 1 (EF-Tu 1)	Myxococcus xanthus (strain DK 1622)	WP_011553119.1;	CP000113;	ABF92743;
Q1D1I0	MXAN_5343	tsf	Elongation factor Ts (EF-Ts)	Myxococcus xanthus (strain DK 1622)	WP_011555308.1;	CP000113;	ABF86358;
Q1D776	MXAN_3298	tuf2	Elongation factor Tu 2 (EF-Tu 2)	Myxococcus xanthus (strain DK 1622)	WP_011553342.1;	CP000113;	ABF87514;
Q1D9Z7	MXAN_2306	deoD	Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1)	Myxococcus xanthus (strain DK 1622)	WP_011552381.1;	CP000113;	ABF90899;
Q07765	MXAN_7262	devR	CRISPR-associated protein Cas7/Cst2/DevR (CRISPR-associated protein Cas7/Cst2/DevR, subtype I-B/Tneap) (Fruiting body developmental protein R)	Myxococcus xanthus (strain DK 1622)	WP_011557181.1;	L19029;CP000113;	ABF86719;
Q1CZV9	MXAN_5927	dapB	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	Myxococcus xanthus (strain DK 1622)	WP_011555878.1;	CP000113;	ABF90565;
Q1D9W6	MXAN_2337	cysD	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4) (ATP-sulfurylase small subunit) (Sulfate adenylate transferase) (SAT)	Myxococcus xanthus (strain DK 1622)	WP_011552412.1;	CP000113;	ABF91544;
Q07766	MXAN_7261	devS	CRISPR-associated protein Cas5 (Fruiting body developmental protein S)	Myxococcus xanthus (strain DK 1622)	WP_011557180.1;	L19029;CP000113;	ABF89647;
Q1D1F0	MXAN_5373	hemE	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	Myxococcus xanthus (strain DK 1622)	WP_011555338.1;	CP000113;	ABF89775;
Q1D5X5	MXAN_3766	der	GTPase Der (GTP-binding protein EngA)	Myxococcus xanthus (strain DK 1622)	WP_011553779.1;	CP000113;	ABF88752;
Q1D7Y2	MXAN_3032	folD2	Bifunctional protein FolD 2 [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	Myxococcus xanthus (strain DK 1622)	WP_011553088.1;	CP000113;	ABF87831;
Q1D491	MXAN_4359	ftsH	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	Myxococcus xanthus (strain DK 1622)	WP_011554360.1;	CP000113;	ABF88684;
Q1DCG7	MXAN_1399	fmt	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	Myxococcus xanthus (strain DK 1622)	WP_011551516.1;	CP000113;	ABF90944;
Q1DA76	MXAN_2226	folD1	Bifunctional protein FolD 1 [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	Myxococcus xanthus (strain DK 1622)	WP_011552302.1;	CP000113;	ABF89655;
Q1CX06	MXAN_6952	cheB4	Chemotaxis response regulator protein-glutamate methylesterase 4 (EC 3.1.1.61)	Myxococcus xanthus (strain DK 1622)	WP_011556873.1;	CP000113;	ABF89213;
Q1DAT0	MXAN_2014	clpP1	ATP-dependent Clp protease proteolytic subunit 1 (EC 3.4.21.92) (Endopeptidase Clp 1)	Myxococcus xanthus (strain DK 1622)	WP_011552098.1;	CP000113;	ABF91356;
Q1D1K4	MXAN_5318	ctaB	Protoheme IX farnesyltransferase (EC 2.5.1.-) (Heme B farnesyltransferase) (Heme O synthase)	Myxococcus xanthus (strain DK 1622)	WP_011555284.1;	CP000113;	ABF86545;
Q1D2S2	MXAN_4894	groS	10 kDa chaperonin (GroES protein) (Protein Cpn10)	Myxococcus xanthus (strain DK 1622)	WP_002640434.1;	CP000113;	ABF89063;
Q1D359	MXAN_4752	cheB1	Chemotaxis response regulator protein-glutamate methylesterase 1 (EC 3.1.1.61)	Myxococcus xanthus (strain DK 1622)	WP_011554739.1;	CP000113;	ABF87312;
Q1CWZ9	MXAN_6959	cheB5	Chemotaxis response regulator protein-glutamate methylesterase 5 (EC 3.1.1.61)	Myxococcus xanthus (strain DK 1622)	WP_011556880.1;	CP000113;	ABF87336;
O30612	MXAN_6438	clpP2	ATP-dependent Clp protease proteolytic subunit 2 (EC 3.4.21.92) (Endopeptidase Clp 2)	Myxococcus xanthus (strain DK 1622)	WP_011556370.1;	AF013216;CP000113;	ABF86796;
Q1D9X8	MXAN_2325	coaA	Pantothenate kinase (EC 2.7.1.33) (Pantothenic acid kinase)	Myxococcus xanthus (strain DK 1622)	WP_011552400.1;	CP000113;	ABF92345;
Q1CZI7	MXAN_6051	htpG	Chaperone protein HtpG (Heat shock protein HtpG) (High temperature protein G)	Myxococcus xanthus (strain DK 1622)	WP_011556000.1;	CP000113;	ABF89090;
Q1DAM6	MXAN_2068	infB	Translation initiation factor IF-2	Myxococcus xanthus (strain DK 1622)	WP_011552152.1;	CP000113;	ABF88832;
Q1DCP5	MXAN_1321	hmuV	Hemin import ATP-binding protein HmuV (EC 3.6.3.-)	Myxococcus xanthus (strain DK 1622)	WP_011551438.1;	CP000113;	ABF88932;
Q1D802	MXAN_3012	hslV	ATP-dependent protease subunit HslV (EC 3.4.25.2)	Myxococcus xanthus (strain DK 1622)	WP_011553068.1;	CP000113;	ABF91143;
Q1D4A5	MXAN_4345	hutI	Imidazolonepropionase (EC 3.5.2.7) (Imidazolone-5-propionate hydrolase)	Myxococcus xanthus (strain DK 1622)	WP_011554346.1;	CP000113;	ABF88285;
Q1D6R1	MXAN_3465	hutH	Histidine ammonia-lyase (Histidase) (EC 4.3.1.3)	Myxococcus xanthus (strain DK 1622)	WP_011553498.1;	CP000113;	ABF90953;
Q1DCX8	MXAN_1236	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	Myxococcus xanthus (strain DK 1622)	WP_011551355.1;	CP000113;	ABF86346;
Q1D651	MXAN_3685	glgE	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase (GMPMT) (EC 2.4.99.16) ((1->4)-alpha-D-glucan:maltose-1-phosphate alpha-D-maltosyltransferase)	Myxococcus xanthus (strain DK 1622)	WP_011553703.1;	CP000113;	ABF91735;
Q1DCL2	MXAN_1354	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)	Myxococcus xanthus (strain DK 1622)	WP_011551471.1;	CP000113;	ABF87310;
Q1DC47	MXAN_1524	glgC	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	Myxococcus xanthus (strain DK 1622)	WP_011551635.1;	CP000113;	ABF91687;
Q1CXI5	MXAN_6771	glpK	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)	Myxococcus xanthus (strain DK 1622)	WP_011556696.1;	CP000113;	ABF91454;
Q1D7X3	MXAN_3041	gcvH	Glycine cleavage system H protein	Myxococcus xanthus (strain DK 1622)	WP_011553097.1;	CP000113;	ABF90620;
Q1D654	MXAN_3682	glgB	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	Myxococcus xanthus (strain DK 1622)	WP_011553700.1;	CP000113;	ABF92763;
Q1DCS0	MXAN_1296	glgA	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	Myxococcus xanthus (strain DK 1622)	WP_011551413.1;	CP000113;	ABF89473;
Q1DFW5	MXAN_0175	fhs	Formate--tetrahydrofolate ligase (EC 6.3.4.3) (Formyltetrahydrofolate synthetase) (FHS) (FTHFS)	Myxococcus xanthus (strain DK 1622)	WP_011550322.1;	CP000113;	ABF87836;
Q1DCA4	MXAN_1462	gatC	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-)	Myxococcus xanthus (strain DK 1622)	WP_011551578.1;	CP000113;	ABF86218;
Q1DCA2	MXAN_1464	gatB	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)	Myxococcus xanthus (strain DK 1622)	WP_011551580.1;	CP000113;	ABF88634;
Q1DDB3	MXAN_1100	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) (CMP-2-keto-3-deoxyoctulosonic acid synthase) (CKS) (CMP-KDO synthase)	Myxococcus xanthus (strain DK 1622)	WP_011551220.1;	CP000113;	ABF92376;
Q1D6D8	MXAN_3596	ihfA	Integration host factor subunit alpha (IHF-alpha)	Myxococcus xanthus (strain DK 1622)	WP_002639669.1;	CP000113;	ABF88874;
Q1DDU6	MXAN_0916	kmo	Kynurenine 3-monooxygenase (EC 1.14.13.9) (Kynurenine 3-hydroxylase)	Myxococcus xanthus (strain DK 1622)	WP_011551037.1;	CP000113;	ABF90126;
Q1D387	MXAN_4724	lpxA	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (UDP-N-acetylglucosamine acyltransferase) (EC 2.3.1.129)	Myxococcus xanthus (strain DK 1622)	WP_011554711.1;	CP000113;	ABF89630;
Q1D393	MXAN_4718	lpxB	Lipid-A-disaccharide synthase (EC 2.4.1.182)	Myxococcus xanthus (strain DK 1622)	WP_011554705.1;	CP000113;	ABF90745;
Q1D385	MXAN_4726	lpxD	UDP-3-O-acylglucosamine N-acyltransferase (EC 2.3.1.-)	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87897;
Q1DFF8	MXAN_0341	kup	Probable potassium transport system protein kup	Myxococcus xanthus (strain DK 1622)	WP_011550479.1;	CP000113;	ABF87568;
Q1D753	MXAN_3321	infA	Translation initiation factor IF-1	Myxococcus xanthus (strain DK 1622)	WP_002614803.1;	CP000113;	ABF91833;
Q1DES4	MXAN_0581	infC	Translation initiation factor IF-3	Myxococcus xanthus (strain DK 1622)	WP_011550712.1;	CP000113;	ABF88845;
